"date","BTC","QQQ","GLD"
2021-04-12,59893.453125,327.548126220703,162.279998779297
2021-04-13,63503.45703125,331.371612548828,163.429992675781
2021-04-14,63109.6953125,327.392425537109,162.720001220703
2021-04-15,63314.01171875,332.354278564453,165.350006103516
2021-04-16,61572.7890625,332.743499755859,166.350006103516
2021-04-19,55724.265625,329.698272705078,165.889999389648
2021-04-20,56473.03125,327.295257568359,166.479995727539
2021-04-21,53906.08984375,330.097198486328,168.130004882812
2021-04-22,51762.2734375,326.117980957031,167.039993286133
2021-04-23,51093.65234375,330.2236328125,166.399993896484
2021-04-26,54021.75390625,332.373779296875,166.839996337891
2021-04-27,55033.1171875,330.933868408203,166.419998168945
2021-04-28,54824.703125,329.815002441406,166.910003662109
2021-04-29,53555.109375,331.001892089844,166.220001220703
2021-04-30,57750.17578125,328.832427978516,165.660003662109
2021-05-03,57200.29296875,327.081085205078,167.809997558594
2021-05-04,53333.5390625,321.195037841797,166.580001831055
2021-05-05,57424.0078125,320.115142822266,167.270004272461
2021-05-06,56396.515625,322.527954101562,170.059997558594
2021-05-07,57356.40234375,325.145080566406,171.589996337891
2021-05-10,55859.796875,316.933746337891,172.110000610352
2021-05-11,56704.57421875,316.495941162109,172.139999389648
2021-05-12,49150.53515625,308.304077148438,170.429992675781
2021-05-13,49716.19140625,310.687622070312,171.130004882812
2021-05-14,49880.53515625,317.546691894531,172.690002441406
2021-05-17,43537.51171875,315.620330810547,174.699996948242
2021-05-18,42909.40234375,313.489624023438,175.039993286133
2021-05-19,37002.44140625,313.849670410156,175.160003662109
2021-05-20,40782.73828125,319.920562744141,175.960006713867
2021-05-21,37304.69140625,318.149871826172,176.039993286133
2021-05-24,38705.98046875,323.500885009766,176.350006103516
2021-05-25,38402.22265625,323.948333740234,177.949996948242
2021-05-26,39294.19921875,325.076995849609,177.639999389648
2021-05-27,38436.96875,323.86083984375,177.710006713867
2021-05-28,35697.60546875,324.882415771484,178.380004882812
2021-06-01,36684.92578125,323.802490234375,177.899993896484
2021-06-02,37575.1796875,324.434783935547,178.770004272461
2021-06-03,39208.765625,321.058807373047,175.270004272461
2021-06-04,36894.40625,326.507202148438,177.160003662109
2021-06-07,33560.70703125,327.47998046875,177.869995117188
2021-06-08,33472.6328125,327.635772705078,177.320007324219
2021-06-09,37345.12109375,327.713500976562,176.979995727539
2021-06-10,36702.59765625,331.128479003906,177.740005493164
2021-06-11,37334.3984375,331.994293212891,175.740005493164
2021-06-14,40218.4765625,335.175720214844,174.710006713867
2021-06-15,40406.26953125,332.986663818359,174.050003051758
2021-06-16,38347.0625,331.770568847656,171.110000610352
2021-06-17,38053.50390625,335.983245849609,165.850006103516
2021-06-18,35787.24609375,333.346649169922,164.929992675781
2021-06-21,31676.693359375,335.418365478516,166.949996948242
2021-06-22,32505.66015625,338.545043945312,166.25
2021-06-23,33723.02734375,338.710632324219,166.139999389648
2021-06-24,34662.4375,340.804809570312,166.039993286133
2021-06-25,31637.779296875,340.385925292969,166.589996337891
2021-06-28,34434.3359375,344.525665283203,166.580001831055
2021-06-29,35867.77734375,345.772399902344,164.830001831055
2021-06-30,35040.8359375,345.226928710938,165.630004882812
2021-07-01,33572.1171875,345.363311767578,166.199996948242
2021-07-02,33897.046875,349.32763671875,167.289993286133
2021-07-06,34235.1953125,350.83740234375,168.119995117188
2021-07-07,33855.328125,351.577697753906,168.759994506836
2021-07-08,32877.37109375,349.454254150391,168.649993896484
2021-07-09,33798.01171875,351.636138916016,169.210006713867
2021-07-12,33155.84765625,353.009490966797,169
2021-07-13,32702.025390625,353.009490966797,169.220001220703
2021-07-14,32822.34765625,353.642639160156,171.039993286133
2021-07-15,31780.73046875,351.158813476562,171.070007324219
2021-07-16,31421.5390625,348.314605712891,169.410003662109
2021-07-19,30817.83203125,345.460723876953,169.610000610352
2021-07-20,29807.34765625,349.473724365234,169.389999389648
2021-07-21,32110.693359375,352.171844482422,168.759994506836
2021-07-22,32313.10546875,354.499694824219,169.089996337891
2021-07-23,33581.55078125,358.639434814453,168.559997558594
2021-07-26,37337.53515625,358.921936035156,168.160003662109
2021-07-27,39406.94140625,354.967315673828,168.440002441406
2021-07-28,39995.90625,356.330932617188,169.289993286133
2021-07-29,40008.421875,356.964080810547,171.169998168945
2021-07-30,42235.546875,355.103637695312,169.820007324219
2021-08-02,39201.9453125,355.132873535156,169.610000610352
2021-08-03,38152.98046875,357.285461425781,169.490005493164
2021-08-04,39747.50390625,357.8017578125,169.529998779297
2021-08-05,40869.5546875,360.071197509766,168.860000610352
2021-08-06,42816.5,358.493316650391,164.639999389648
2021-08-09,46365.40234375,359.155670166016,161.720001220703
2021-08-10,45585.03125,357.314666748047,161.770004272461
2021-08-11,45593.63671875,356.701019287109,164
2021-08-12,44428.2890625,357.986785888672,164.039993286133
2021-08-13,47793.3203125,359.243286132812,166.389999389648
2021-08-16,46004.484375,359.399169921875,167.220001220703
2021-08-17,44695.359375,356.233520507812,166.970001220703
2021-08-18,44801.1875,352.804962158203,167.100006103516
2021-08-19,46717.578125,354.509460449219,166.610000610352
2021-08-20,49339.17578125,358.181579589844,166.699996948242
2021-08-23,49546.1484375,363.538848876953,168.729995727539
2021-08-24,47706.1171875,364.649139404297,168.649993896484
2021-08-25,48960.7890625,365.068023681641,167.479995727539
2021-08-26,46942.21875,362.749847412109,167.669998168945
2021-08-27,49058.66796875,366.275817871094,170.190002441406
2021-08-30,47054.984375,370.38623046875,169.350006103516
2021-08-31,47166.6875,370.084259033203,169.690002441406
2021-09-01,48847.02734375,370.697845458984,169.699996948242
2021-09-02,49327.72265625,370.522613525391,169.25
2021-09-03,50025.375,371.662231445312,171.059997558594
2021-09-07,46811.12890625,372.188201904297,167.710006713867
2021-09-08,46091.390625,370.892700195312,167.289993286133
2021-09-09,46391.421875,369.616760253906,168.029998779297
2021-09-10,44883.91015625,366.811492919922,167.179992675781
2021-09-13,44963.07421875,366.558197021484,167.740005493164
2021-09-14,47092.4921875,365.516143798828,168.820007324219
2021-09-15,48176.34765625,368.233642578125,167.830001831055
2021-09-16,47783.359375,368.486938476562,164.029998779297
2021-09-17,47267.51953125,364.123138427734,163.770004272461
2021-09-20,42843.80078125,356.599212646484,164.940002441406
2021-09-21,40693.67578125,357.037994384766,166.039993286133
2021-09-22,43574.5078125,360.372924804688,165.419998168945
2021-09-23,44895.09765625,363.698089599609,163.509994506836
2021-09-24,42839.75,364.039337158203,163.300003051758
2021-09-27,42235.73046875,361.133483886719,163.639999389648
2021-09-28,41034.54296875,350.914245605469,162.050003051758
2021-09-29,41564.36328125,350.338958740234,161.320007324219
2021-09-30,43790.89453125,349.051849365234,164.220001220703
2021-10-01,48116.94140625,351.216552734375,164.589996337891
2021-10-04,49112.90234375,343.8447265625,165.360000610352
2021-10-05,51514.8125,348.486297607422,164.589996337891
2021-10-06,55361.44921875,350.719299316406,165.029998779297
2021-10-07,53805.984375,353.937164306641,164.160003662109
2021-10-08,53967.84765625,352.172241210938,164.229995727539
2021-10-11,57484.7890625,349.471099853516,163.919998168945
2021-10-12,56041.05859375,348.252319335938,164.660003662109
2021-10-13,57401.09765625,351.041046142578,167.589996337891
2021-10-14,57321.5234375,357.505981445312,168
2021-10-15,61593.94921875,359.758605957031,165.330001831055
2021-10-18,62026.078125,363.376312255859,164.919998168945
2021-10-19,64261.9921875,366.126098632812,165.449996948242
2021-10-20,65992.8359375,365.648345947266,166.899993896484
2021-10-21,62210.171875,367.881286621094,166.75
2021-10-22,60692.265625,364.790161132812,167.770004272461
2021-10-25,63039.82421875,368.52490234375,168.929992675781
2021-10-26,60363.79296875,369.685211181641,167.679992675781
2021-10-27,58482.38671875,370.543334960938,168.119995117188
2021-10-28,60622.13671875,374.658355712891,168.080001831055
2021-10-29,62227.96484375,376.501312255859,166.649993896484
2021-11-01,61004.40625,377.788391113281,167.520004272461
2021-11-02,63226.40234375,379.368194580078,167.160003662109
2021-11-03,62970.046875,383.395385742188,165.770004272461
2021-11-04,61452.23046875,388.309936523438,167.649993896484
2021-11-05,61125.67578125,388.680480957031,169.839996337891
2021-11-08,67566.828125,388.153930664062,170.449996948242
2021-11-09,66971.828125,385.482177734375,171.289993286133
2021-11-10,64995.23046875,379.816711425781,173.149993896484
2021-11-11,64949.9609375,380.869781494141,174.119995117188
2021-11-12,64155.94140625,384.877563476562,174.449996948242
2021-11-15,63557.87109375,384.789794921875,174.179992675781
2021-11-16,60161.24609375,387.529846191406,172.919998168945
2021-11-17,60368.01171875,387.734619140625,174.5
2021-11-18,56942.13671875,391.752075195312,173.940002441406
2021-11-19,58119.578125,393.936340332031,172.610000610352
2021-11-22,56289.2890625,389.363067626953,168.740005493164
2021-11-23,57569.07421875,387.58837890625,167.279998779297
2021-11-24,56280.42578125,388.836578369141,167.119995117188
2021-11-26,53569.765625,381.464660644531,166.850006103516
2021-11-29,57806.56640625,389.743347167969,166.619995117188
2021-11-30,57005.42578125,384.019439697266,165.5
2021-12-01,57229.828125,377.486175537109,166.160003662109
2021-12-02,56477.81640625,380.206695556641,165.240005493164
2021-12-03,53598.24609375,373.595489501953,166.630004882812
2021-12-06,50582.625,376.589050292969,166.220001220703
2021-12-07,50700.0859375,387.929565429688,166.809997558594
2021-12-08,50504.796875,389.665283203125,166.899993896484
2021-12-09,47672.12109375,383.931671142578,165.880004882812
2021-12-10,47243.3046875,388.105163574219,166.580001831055
2021-12-13,46737.48046875,382.498260498047,167
2021-12-14,46612.6328125,378.539276123047,165.440002441406
2021-12-15,48896.72265625,387.169036865234,166.149993896484
2021-12-16,47665.42578125,377.213165283203,168.160003662109
